Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
523917, Jeseník, Obec: Bělá pod Pradědem,630,411,411,28,0,0,24,0,16,40,1,4,6,0,0,32,0,19,151,0,3,4,0,3,0,1,76,1
523917, Jeseník, Obec: Bělá pod Pradědem,548,304,304,19,0,0,11,1,17,22,4,1,3,0,0,27,0,5,106,0,0,29,0,4,0,0,52,1
523917, Jeseník, Obec: Bělá pod Pradědem,368,230,230,30,1,0,12,1,20,8,3,7,1,0,1,20,1,9,74,0,0,9,0,0,0,0,30,0
524891, Jeseník, Obec: Bernartice,344,"48,93",343,24,0,0,25,1,6,38,1,1,1,0,0,15,0,5,149,2,1,13,1,0,1,1,58,0
525227, Jeseník, Obec: Bílá Voda,140,"57,85",138,17,1,0,7,1,5,14,6,2,0,0,0,13,0,9,18,1,0,16,0,0,1,1,25,1
533491, Jeseník, Obec: Černá Voda,269,"54,34",269,14,0,0,14,1,16,30,2,1,4,0,0,27,0,13,89,2,1,15,0,0,0,0,40,0
569356, Jeseník, Obec: Česká Ves,877,551,551,31,0,0,45,2,62,33,2,3,5,0,0,35,4,30,185,0,0,15,0,0,0,0,91,0
569356, Jeseník, Obec: Česká Ves,1 087,588,588,31,0,0,25,2,77,59,7,5,5,0,0,29,0,31,170,0,0,37,0,2,0,1,102,0
553301, Jeseník, Obec: Hradec-Nová Ves,189,98,98,9,0,0,4,0,12,7,2,1,0,0,0,9,0,0,22,3,0,7,0,0,0,0,22,0
553301, Jeseník, Obec: Hradec-Nová Ves,123,64,64,6,0,0,8,0,1,7,1,0,2,0,0,3,0,0,24,0,0,3,0,1,0,0,7,0
536148, Jeseník, Obec: Javorník,1 078,579,579,60,2,0,51,0,11,66,7,3,5,0,0,57,1,10,183,1,3,27,0,5,1,1,75,4
536148, Jeseník, Obec: Javorník,931,501,501,33,1,1,54,0,11,41,7,8,7,0,0,34,1,5,176,0,0,20,0,2,1,0,88,0
536148, Jeseník, Obec: Javorník,260,149,149,6,0,0,6,0,1,30,0,0,0,0,0,9,0,4,60,0,1,1,0,0,0,0,31,0
536385, Jeseník, Obec: Jeseník,479,379,379,28,2,2,19,1,22,32,6,0,3,1,0,28,0,25,117,1,1,33,0,5,0,0,50,1
536385, Jeseník, Obec: Jeseník,656,428,428,56,0,2,25,0,33,23,2,5,4,1,0,41,0,36,109,0,0,28,0,4,1,0,55,1
536385, Jeseník, Obec: Jeseník,1 175,679,679,52,1,0,44,0,62,58,5,4,4,0,2,48,0,43,219,0,3,25,0,2,2,0,95,4
536385, Jeseník, Obec: Jeseník,1 490,581,581,53,0,0,33,0,36,47,3,1,4,1,2,66,0,41,174,1,0,24,1,2,1,0,82,1
536385, Jeseník, Obec: Jeseník,528,327,327,26,0,0,31,1,11,20,7,3,6,3,2,34,0,28,91,0,0,8,0,1,1,2,50,2
536385, Jeseník, Obec: Jeseník,1 024,559,559,28,0,0,44,0,39,58,3,8,3,1,0,46,0,31,177,0,1,16,0,2,1,0,95,3
536385, Jeseník, Obec: Jeseník,882,530,530,41,0,1,27,0,38,38,8,2,3,2,1,38,0,32,191,2,0,20,0,4,1,1,79,1
536385, Jeseník, Obec: Jeseník,1 022,610,610,45,1,1,57,0,41,48,4,6,9,0,1,51,0,41,165,0,1,32,1,6,2,2,92,1
536385, Jeseník, Obec: Jeseník,768,421,421,28,0,0,33,0,29,45,5,2,4,1,0,16,0,21,146,1,2,9,0,4,2,0,67,0
536385, Jeseník, Obec: Jeseník,1 058,720,713,68,0,0,48,0,34,61,3,0,7,1,0,66,1,42,253,1,7,27,0,2,1,1,86,1
536385, Jeseník, Obec: Jeseník,568,334,334,21,0,0,31,0,26,26,0,1,2,0,0,23,0,15,103,0,0,8,0,0,3,0,75,0
557218, Jeseník, Obec: Kobylá nad Vidnavkou,169,"49,56",167,6,0,2,5,0,9,25,2,2,0,0,0,6,0,4,56,0,1,22,0,0,0,0,27,0
540030, Jeseník, Obec: Lipová-lázně,1 364,796,796,71,1,0,43,0,31,78,11,3,15,3,0,79,0,30,228,1,0,24,0,3,0,0,157,3
540030, Jeseník, Obec: Lipová-lázně,539,310,310,31,0,0,27,0,9,31,4,1,5,0,0,22,0,7,101,0,0,21,0,0,1,1,44,0
540382, Jeseník, Obec: Mikulovice,1 796,977,971,44,2,0,70,2,84,129,3,6,9,2,0,53,0,14,313,0,4,58,0,4,0,4,149,4
540382, Jeseník, Obec: Mikulovice,314,164,164,10,0,0,8,0,15,31,4,0,1,0,0,2,0,4,56,0,0,4,0,2,1,1,24,0
569330, Jeseník, Obec: Ostružná,151,"76,26",146,32,0,0,6,0,17,13,0,0,2,0,0,20,1,12,25,0,0,4,0,3,1,0,10,0
540684, Jeseník, Obec: Písečná,457,"55,87",457,33,1,1,35,1,33,54,1,3,3,0,0,21,0,17,112,0,2,10,0,6,0,2,122,0
553484, Jeseník, Obec: Skorošice,357,"57,03",349,16,0,0,29,0,19,54,1,1,3,0,0,17,0,6,145,1,0,15,0,1,0,0,40,1
541036, Jeseník, Obec: Stará Červená Voda,241,"48,59",239,7,0,0,17,0,19,20,2,0,1,0,0,15,1,15,108,0,0,2,0,0,0,1,31,0
541117, Jeseník, Obec: Supíkovice,300,"54,45",298,6,1,1,19,0,18,37,5,0,0,0,3,15,0,5,113,0,0,16,2,2,1,0,54,0
541214, Jeseník, Obec: Uhelná,221,"54,43",217,11,0,0,19,0,11,17,2,0,1,0,0,14,0,4,83,0,0,24,0,0,1,3,27,0
541249, Jeseník, Obec: Vápenná,558,"53,30",555,16,2,0,42,0,28,60,3,4,8,3,0,30,2,21,227,0,0,24,0,0,0,1,83,1
553468, Jeseník, Obec: Velká Kraš,300,"49,02",296,8,0,0,28,1,25,29,3,0,3,1,0,13,0,7,125,0,1,2,1,0,1,4,44,0
569453, Jeseník, Obec: Velké Kunětice,263,"57,05",261,2,0,0,15,0,13,43,0,3,0,0,1,10,1,3,101,0,1,7,0,0,0,1,60,0
541303, Jeseník, Obec: Vidnava,543,"51,67",535,37,0,1,63,2,22,37,6,2,3,0,1,31,0,14,195,0,2,21,1,2,1,1,93,0
541346, Jeseník, Obec: Vlčice,196,"56,32",196,7,0,0,16,0,4,21,3,1,2,0,0,23,0,7,62,0,0,15,0,4,0,0,28,3
597996, Jeseník, Obec: Zlaté Hory,899,353,353,16,0,0,40,0,16,30,4,5,10,1,1,25,1,9,121,0,1,11,1,1,0,0,60,0
597996, Jeseník, Obec: Zlaté Hory,710,381,381,35,0,0,48,0,32,37,3,1,8,1,0,21,1,9,112,0,1,12,0,4,1,0,53,0
597996, Jeseník, Obec: Zlaté Hory,713,379,379,12,0,0,43,0,10,51,5,3,7,1,0,25,0,5,118,0,3,16,0,4,1,5,66,2
597996, Jeseník, Obec: Zlaté Hory,579,313,313,22,1,0,36,1,12,22,2,3,9,0,0,17,0,4,100,0,0,23,0,1,0,0,56,1
597996, Jeseník, Obec: Zlaté Hory,249,126,126,7,1,0,8,0,10,12,0,0,0,0,0,6,0,5,54,0,5,3,0,1,1,0,12,0
597996, Jeseník, Obec: Zlaté Hory,49,39,39,2,0,0,9,0,3,1,0,0,0,0,0,3,0,2,13,0,0,4,0,1,0,0,1,0
597996, Jeseník, Obec: Zlaté Hory,129,107,107,22,0,0,0,0,6,3,1,0,3,0,0,26,0,13,23,0,0,2,0,0,0,0,7,0
541575, Jeseník, Obec: Žulová,861,493,493,27,0,1,41,1,25,65,8,5,2,1,0,26,1,8,173,2,1,18,0,2,3,4,76,1
541575, Jeseník, Obec: Žulová,171,97,97,3,0,0,8,0,2,30,0,0,0,0,0,6,0,2,33,0,0,1,0,0,0,0,12,0
552356, Olomouc, Obec: Babice,256,"69,19",254,13,0,0,10,0,18,25,1,5,2,1,0,17,0,5,79,0,0,9,0,0,2,0,66,1
500526, Olomouc, Obec: Bělkovice-Lašťany,1 079,"59,91",1 069,97,0,0,83,1,44,81,18,6,15,1,1,104,0,32,333,1,2,75,0,6,8,1,153,7
500623, Olomouc, Obec: Bílá Lhota,144,69,69,6,0,0,5,0,4,10,1,1,1,0,1,5,0,1,20,0,0,8,0,0,0,0,6,0
500623, Olomouc, Obec: Bílá Lhota,111,76,76,1,0,0,2,0,3,7,1,3,0,0,2,6,0,0,26,0,0,16,0,0,0,0,9,0
500623, Olomouc, Obec: Bílá Lhota,112,70,70,5,0,0,3,0,0,5,0,0,2,0,0,7,0,4,22,0,0,16,0,0,1,0,4,0
500623, Olomouc, Obec: Bílá Lhota,77,47,47,2,0,0,2,0,3,6,0,0,0,0,2,3,0,2,14,0,0,2,0,0,0,0,11,0
500623, Olomouc, Obec: Bílá Lhota,235,151,151,10,0,0,15,0,7,28,0,1,1,0,0,20,2,3,36,0,0,9,0,0,2,1,15,0
500623, Olomouc, Obec: Bílá Lhota,156,94,94,6,0,0,10,0,2,14,2,1,2,0,0,9,0,2,25,0,0,5,0,0,0,0,15,0
500623, Olomouc, Obec: Bílá Lhota,96,61,61,1,0,0,5,0,1,3,0,0,0,0,0,3,0,0,21,0,0,6,0,0,0,0,21,0
552062, Olomouc, Obec: Bílsko,119,"69,19",119,8,0,1,11,0,7,3,1,1,0,1,0,12,0,1,27,0,0,25,0,0,1,0,20,0
500801, Olomouc, Obec: Blatec,320,"64,39",319,21,0,0,28,0,19,26,7,1,3,0,0,25,0,7,110,0,1,26,0,1,0,0,43,1
500852, Olomouc, Obec: Bohuňovice,1 352,"66,60",1 340,135,4,2,59,6,49,98,24,15,28,8,1,139,0,43,445,3,4,103,2,7,5,3,152,5
500861, Olomouc, Obec: Bouzov,515,302,302,25,2,0,18,2,8,19,6,4,1,0,1,36,0,9,78,0,0,38,0,8,2,0,39,0
500861, Olomouc, Obec: Bouzov,57,41,41,2,0,0,7,0,0,3,0,0,0,0,0,6,0,1,9,0,0,8,0,0,0,0,5,0
500861, Olomouc, Obec: Bouzov,90,65,65,4,0,0,9,0,1,16,0,0,0,0,0,6,0,2,19,0,1,1,0,0,0,0,6,0
500861, Olomouc, Obec: Bouzov,145,65,65,4,1,0,4,0,3,11,3,0,0,0,0,7,0,3,17,0,0,1,0,0,0,0,11,0
500861, Olomouc, Obec: Bouzov,69,49,49,2,0,0,3,0,0,11,4,0,1,0,0,0,0,1,17,0,0,3,0,0,0,2,5,0
500861, Olomouc, Obec: Bouzov,111,71,71,6,0,0,0,0,0,11,0,0,0,0,0,6,0,1,32,0,0,8,0,0,0,0,7,0
500861, Olomouc, Obec: Bouzov,98,68,68,2,0,0,9,0,3,10,0,2,0,0,0,4,0,4,12,0,0,13,0,0,0,0,8,0
500861, Olomouc, Obec: Bouzov,66,47,47,3,0,0,7,0,2,12,0,0,1,0,0,4,0,2,9,0,0,4,0,0,0,0,3,0
500861, Olomouc, Obec: Bouzov,110,70,70,5,0,1,8,0,1,7,1,0,1,0,0,9,0,4,20,0,0,9,0,0,0,0,4,0
552402, Olomouc, Obec: Bukovany,369,"69,89",369,44,1,0,19,1,17,21,10,0,3,0,0,47,0,13,93,0,0,56,0,0,5,0,35,4
500879, Olomouc, Obec: Bystročice,384,"61,94",384,63,0,0,40,0,15,31,3,0,1,2,0,32,0,7,130,1,0,19,0,2,1,4,32,1
547026, Olomouc, Obec: Bystrovany,555,"69,03",553,71,0,0,33,2,25,25,4,1,11,3,0,62,0,30,164,2,1,52,0,2,1,1,62,1
552186, Olomouc, Obec: Červenka,720,"64,34",716,46,1,0,63,0,28,66,8,3,8,1,0,61,0,14,214,2,2,83,1,3,7,0,100,5
552445, Olomouc, Obec: Daskabát,323,"66,46",320,18,1,0,16,0,11,26,5,5,10,0,0,32,0,3,139,1,0,25,0,1,1,0,26,0
501476, Olomouc, Obec: Dlouhá Loučka,629,329,329,25,0,0,13,2,14,40,3,4,8,0,0,25,0,12,122,0,0,6,0,0,2,0,48,3
501476, Olomouc, Obec: Dlouhá Loučka,787,434,433,29,0,0,42,1,33,32,6,5,9,0,0,42,1,12,135,0,0,16,2,3,1,0,63,0
501476, Olomouc, Obec: Dlouhá Loučka,146,91,91,8,0,0,2,0,16,5,3,0,0,1,0,9,2,2,20,0,0,2,0,0,0,0,21,0
501646, Olomouc, Obec: Dolany,1 706,1 141,1 141,145,1,1,64,0,78,48,18,4,15,1,3,142,1,47,322,2,0,124,0,8,1,0,104,5
501646, Olomouc, Obec: Dolany,224,148,148,14,0,0,9,1,3,9,0,0,2,0,0,15,0,4,59,0,0,5,0,2,0,0,22,0
501646, Olomouc, Obec: Dolany,177,129,129,1,0,0,11,0,6,18,0,0,3,0,0,12,0,4,45,0,1,6,0,5,1,1,15,0
568392, Olomouc, Obec: Doloplazy,655,"61,62",640,71,0,0,39,2,24,42,8,5,12,3,4,44,0,14,167,0,2,104,0,5,5,3,86,0
545279, Olomouc, Obec: Domašov nad Bystřicí,208,"51,74",206,9,0,0,19,0,6,29,1,2,1,2,0,12,0,1,73,0,0,4,0,1,0,0,46,0
552313, Olomouc, Obec: Domašov u Šternberka,139,"53,88",139,21,0,0,8,0,2,12,0,0,0,0,0,12,0,6,54,0,0,8,0,0,0,0,16,0
501751, Olomouc, Obec: Drahanovice,744,423,421,19,1,1,34,2,26,37,7,4,9,2,0,40,0,9,130,0,0,29,0,2,3,1,62,1
501751, Olomouc, Obec: Drahanovice,316,199,198,12,0,0,14,0,12,21,0,0,1,0,1,7,0,4,58,0,0,23,0,2,1,0,40,2
501751, Olomouc, Obec: Drahanovice,223,143,143,4,0,0,11,1,8,16,2,0,1,0,1,9,0,5,44,0,0,16,0,0,0,0,22,2
501751, Olomouc, Obec: Drahanovice,120,73,73,4,0,0,3,0,1,11,0,0,0,0,0,4,0,1,24,0,0,5,0,0,0,0,20,0
501794, Olomouc, Obec: Dub nad Moravou,779,"61,00",774,37,4,0,71,1,27,61,6,4,13,1,2,89,2,14,242,0,1,95,0,4,0,4,93,3
552071, Olomouc, Obec: Dubčany,108,"57,14",108,3,0,0,16,0,10,9,0,1,0,0,0,6,0,1,21,0,0,33,0,1,0,0,7,0
501841, Olomouc, Obec: Grygov,790,"66,89",788,65,0,0,68,4,30,74,15,4,25,3,3,76,0,12,250,0,2,48,0,8,6,2,89,4
552178, Olomouc, Obec: Haňovice,262,"69,50",261,19,0,2,26,0,2,19,0,0,4,0,0,11,0,7,75,0,3,45,0,3,1,1,42,1
552330, Olomouc, Obec: Hlásnice,91,"57,23",91,7,0,0,4,0,1,5,1,0,4,0,0,8,0,9,25,0,0,15,0,0,0,0,12,0
502146, Olomouc, Obec: Hlubočky,1 465,874,873,65,0,0,95,0,16,96,9,9,7,0,0,72,0,17,300,0,1,61,1,7,1,1,110,2
502146, Olomouc, Obec: Hlubočky,591,260,260,20,0,0,19,0,3,37,4,4,8,0,0,23,0,5,91,0,1,12,0,1,2,0,29,1
502146, Olomouc, Obec: Hlubočky,1 263,686,686,41,0,0,51,0,20,92,12,7,17,1,2,61,0,9,239,0,5,24,0,3,0,3,91,4
502146, Olomouc, Obec: Hlubočky,225,109,109,13,1,1,6,0,0,6,1,2,1,1,0,10,0,1,41,0,0,7,0,2,0,0,14,1
552020, Olomouc, Obec: Hlušovice,440,"68,97",439,62,1,2,43,0,19,14,10,3,4,0,0,38,1,26,137,0,1,26,0,6,1,0,44,1
502235, Olomouc, Obec: Hněvotín,869,"64,37",862,109,2,2,68,1,36,55,9,3,7,0,1,77,1,36,271,1,1,49,0,6,2,0,123,2
502405, Olomouc, Obec: Hnojice,303,"62,09",303,25,1,0,14,0,7,18,7,4,6,1,1,12,2,12,98,2,1,36,0,2,1,1,49,3
502545, Olomouc, Obec: Horka nad Moravou,961,620,620,44,0,0,35,1,45,44,6,2,5,3,0,56,0,29,213,0,0,32,1,1,1,2,98,1
502545, Olomouc, Obec: Horka nad Moravou,958,657,657,85,1,3,27,1,46,56,3,6,6,0,2,50,0,22,201,0,1,39,1,2,6,2,91,1
569798, Olomouc, Obec: Horní Loděnice,123,"46,07",123,6,0,0,6,0,7,26,2,0,3,2,1,9,0,3,32,0,1,11,0,0,0,0,13,1
546976, Olomouc, Obec: Hraničné Petrovice,73,"62,39",73,9,0,0,2,0,5,16,0,3,2,0,0,4,0,2,18,0,0,6,0,1,0,1,3,1
597414, Olomouc, Obec: Huzová,359,166,166,8,0,1,13,0,7,24,0,1,2,0,0,15,0,3,45,0,0,9,0,0,1,0,36,1
597414, Olomouc, Obec: Huzová,120,56,56,1,0,0,3,0,1,4,0,0,0,0,0,5,0,2,15,0,0,1,0,1,0,0,22,0
568872, Olomouc, Obec: Charváty,428,"63,41",425,21,3,1,19,0,12,28,1,2,7,2,1,30,0,13,138,2,4,85,0,0,1,0,54,1
502839, Olomouc, Obec: Cholina,371,"63,97",366,19,0,1,23,0,11,43,2,5,6,0,0,26,1,14,104,1,1,60,0,0,1,2,43,3
503142, Olomouc, Obec: Jívová,278,"58,40",275,16,0,0,11,0,9,40,3,4,3,1,0,31,0,3,108,0,1,10,0,2,5,1,26,1
547123, Olomouc, Obec: Komárov,112,"69,57",112,16,0,0,5,0,2,14,0,0,1,0,1,7,0,2,33,0,2,10,0,1,0,0,18,0
500135, Olomouc, Obec: Kozlov,137,65,65,1,0,0,12,0,3,7,1,0,1,0,1,6,0,2,19,0,1,1,0,0,0,0,10,0
500135, Olomouc, Obec: Kozlov,79,37,37,0,1,0,7,0,0,6,0,1,0,0,0,6,1,0,12,0,1,0,0,0,0,0,2,0
503304, Olomouc, Obec: Kožušany-Tážaly,457,"67,01",453,38,0,0,38,0,21,34,11,4,2,1,1,36,1,10,153,0,1,66,0,1,0,3,31,1
552437, Olomouc, Obec: Krčmaň,252,"67,20",247,16,0,0,17,2,5,32,1,5,0,1,0,22,0,7,78,0,1,26,0,1,1,2,29,1
554901, Olomouc, Obec: Křelov-Břuchotín,1 206,792,792,87,2,0,51,1,30,52,6,7,13,2,0,82,0,51,240,0,1,48,0,3,3,0,105,2
554901, Olomouc, Obec: Křelov-Břuchotín,167,111,111,12,0,0,11,0,2,3,3,1,1,0,0,5,0,8,41,0,0,13,0,2,0,0,9,0
569003, Olomouc, Obec: Liboš,317,"62,65",316,22,0,0,20,0,16,17,1,3,2,1,0,37,0,12,111,0,1,23,0,0,0,1,48,1
552305, Olomouc, Obec: Lipina,80,"55,56",80,13,0,0,3,0,2,7,1,1,1,0,0,8,0,0,22,0,0,7,0,0,0,0,15,0
540005, Olomouc, Obec: Lipinka,90,"56,60",90,2,0,0,3,0,13,9,0,0,1,0,0,6,0,5,33,0,0,7,0,0,0,0,11,0
503444, Olomouc, Obec: Litovel,1 256,718,717,56,1,0,59,1,31,54,7,0,2,1,0,85,0,24,212,1,1,44,0,3,7,2,122,2
503444, Olomouc, Obec: Litovel,682,421,421,28,3,0,30,0,17,54,6,2,5,0,0,36,0,3,156,0,0,25,0,1,3,0,47,0
503444, Olomouc, Obec: Litovel,975,574,574,42,0,0,66,1,20,46,7,2,4,0,1,46,0,11,193,0,1,35,0,7,4,2,79,4
503444, Olomouc, Obec: Litovel,1 114,700,700,72,0,0,61,2,36,71,4,0,7,0,0,67,1,20,226,1,0,58,0,4,4,1,59,2
503444, Olomouc, Obec: Litovel,1 246,538,538,45,0,0,46,0,21,57,11,6,3,1,0,52,0,9,155,0,1,43,0,2,1,0,77,4
503444, Olomouc, Obec: Litovel,402,252,252,29,0,0,29,0,11,13,4,1,9,0,1,21,0,18,64,0,0,11,0,1,5,0,34,0
503444, Olomouc, Obec: Litovel,249,157,157,11,1,0,6,0,14,25,1,0,2,0,0,5,0,0,52,0,0,20,0,0,0,1,17,2
503444, Olomouc, Obec: Litovel,220,113,113,5,1,0,5,0,3,17,0,2,1,0,0,4,1,3,38,0,0,10,0,0,2,0,19,2
503444, Olomouc, Obec: Litovel,80,49,49,8,0,0,2,0,3,7,0,0,0,0,0,1,0,2,13,0,0,3,0,0,0,0,9,1
503444, Olomouc, Obec: Litovel,392,250,250,20,0,0,19,0,9,16,4,3,2,0,0,17,0,3,90,0,1,23,1,2,1,0,32,1
503444, Olomouc, Obec: Litovel,188,110,110,8,0,0,14,0,4,13,1,0,4,0,0,17,0,3,23,0,0,5,0,0,1,0,15,0
503444, Olomouc, Obec: Litovel,294,188,187,15,0,0,20,0,3,16,5,1,1,0,1,29,0,3,47,0,0,27,0,0,3,0,11,4
503444, Olomouc, Obec: Litovel,178,86,86,4,0,0,9,0,8,14,0,3,0,0,0,2,1,0,31,0,0,5,0,0,1,0,8,0
503444, Olomouc, Obec: Litovel,168,124,124,3,0,0,13,0,4,17,1,1,0,1,0,7,0,1,33,0,0,19,1,1,0,0,20,0
503444, Olomouc, Obec: Litovel,324,203,203,8,1,0,14,0,19,18,2,1,1,0,0,11,0,5,73,0,0,30,0,0,0,0,20,0
503444, Olomouc, Obec: Litovel,156,113,113,5,0,0,6,0,9,11,0,1,2,1,0,6,0,1,44,0,0,4,0,1,0,0,20,0
503444, Olomouc, Obec: Litovel,113,67,67,0,0,0,2,0,3,2,0,0,2,0,0,9,0,0,21,0,0,23,0,0,0,0,5,0
503444, Olomouc, Obec: Litovel,156,113,113,5,0,0,6,0,9,11,0,1,2,1,0,6,0,1,44,0,0,4,0,1,0,0,20,0
503444, Olomouc, Obec: Litovel,113,67,67,0,0,0,2,0,3,2,0,0,2,0,0,9,0,0,21,0,0,23,0,0,0,0,5,0
552232, Olomouc, Obec: Loučany,362,"66,79",359,31,1,0,43,0,17,25,1,0,8,0,1,32,1,10,99,1,1,42,0,4,0,2,39,1
552038, Olomouc, Obec: Loučka,105,"55,26",105,8,0,0,9,0,7,7,5,5,0,0,0,14,0,2,15,0,0,11,0,1,1,0,20,0
552216, Olomouc, Obec: Luběnice,243,"63,12",240,22,0,0,27,0,12,8,4,0,3,0,1,42,1,2,61,0,2,17,1,2,1,0,34,0
503622, Olomouc, Obec: Luká,431,255,255,25,1,0,22,0,5,41,1,4,18,0,0,14,0,2,70,1,0,20,0,3,0,0,25,3
503622, Olomouc, Obec: Luká,113,74,74,1,0,0,5,0,1,7,0,1,0,0,0,8,0,2,19,0,0,18,0,0,1,1,10,0
503622, Olomouc, Obec: Luká,57,41,41,4,0,0,11,0,6,3,0,0,0,0,0,5,0,2,8,0,0,1,0,0,0,0,1,0
503622, Olomouc, Obec: Luká,80,52,52,7,0,0,8,0,1,9,0,0,1,0,0,5,0,0,13,0,0,7,0,0,0,0,0,0
503657, Olomouc, Obec: Lutín,818,445,445,39,0,0,34,0,16,47,8,5,2,1,1,45,0,11,134,0,1,28,0,0,0,2,68,1
503657, Olomouc, Obec: Lutín,499,288,288,10,0,0,28,0,3,27,4,1,2,0,1,23,0,3,117,0,0,13,0,0,0,0,54,0
503657, Olomouc, Obec: Lutín,694,375,375,10,0,0,29,0,19,23,10,4,6,1,1,33,0,2,137,0,0,10,0,1,0,1,79,6
503657, Olomouc, Obec: Lutín,554,364,364,25,2,0,31,1,21,49,6,5,1,2,0,28,0,7,119,0,1,25,0,0,4,0,35,1
569844, Olomouc, Obec: Lužice,182,"58,52",180,13,0,2,5,0,19,13,3,2,2,0,0,22,0,6,50,0,0,6,0,0,0,1,36,0
503738, Olomouc, Obec: Majetín,596,"63,34",593,53,0,0,28,1,42,53,2,0,10,1,0,81,0,9,196,0,0,46,0,4,1,1,61,4
552372, Olomouc, Obec: Medlov,860,480,480,38,6,0,25,2,12,53,6,1,6,3,1,36,0,14,176,0,0,44,0,0,3,2,46,1
552372, Olomouc, Obec: Medlov,190,99,99,1,0,0,16,0,3,20,0,1,3,0,0,6,0,2,29,0,0,5,0,1,0,1,10,0
552372, Olomouc, Obec: Medlov,142,63,63,2,0,0,5,0,2,6,0,0,2,0,0,6,0,2,23,0,1,3,0,0,0,0,11,0
552372, Olomouc, Obec: Medlov,79,54,54,0,0,0,4,0,1,6,1,0,1,0,0,1,0,2,11,0,0,19,0,0,0,0,8,0
568911, Olomouc, Obec: Měrotín,131,"60,65",130,1,0,0,12,0,8,14,1,0,2,1,0,8,0,2,27,0,0,47,0,0,0,0,7,0
500160, Olomouc, Obec: Město Libavá,458,213,213,4,2,0,10,1,4,30,1,1,4,2,0,9,0,3,75,0,0,17,0,1,1,0,43,1
500160, Olomouc, Obec: Město Libavá,79,45,45,0,0,0,6,0,1,12,0,1,0,0,0,2,0,0,15,0,0,0,0,0,0,0,8,0
504246, Olomouc, Obec: Mladeč,433,202,202,20,0,0,13,0,9,20,0,2,1,1,0,15,0,3,70,0,0,23,0,0,3,2,20,0
504246, Olomouc, Obec: Mladeč,195,111,111,12,0,0,5,0,2,22,0,0,0,0,0,11,0,1,28,0,0,11,0,2,3,0,12,0
552348, Olomouc, Obec: Mladějovice,327,"58,71",327,30,1,0,15,1,13,38,3,3,2,0,0,33,0,2,114,0,1,12,0,0,0,1,57,1
597678, Olomouc, Obec: Moravský Beroun,455,215,215,15,0,0,16,0,3,34,0,2,0,1,0,12,0,6,78,0,0,6,0,1,0,0,40,1
597678, Olomouc, Obec: Moravský Beroun,891,373,373,19,0,0,27,0,5,74,4,1,3,1,2,27,0,3,148,0,0,12,0,1,1,0,42,1
597678, Olomouc, Obec: Moravský Beroun,885,511,511,36,0,0,32,1,12,74,2,3,3,1,1,31,0,6,209,2,1,12,0,2,0,1,78,1
597678, Olomouc, Obec: Moravský Beroun,84,38,38,4,1,0,3,0,0,6,1,1,0,0,0,4,0,0,14,0,0,0,0,0,0,0,4,0
597678, Olomouc, Obec: Moravský Beroun,91,41,41,1,0,0,1,0,1,11,0,0,0,0,0,3,0,1,16,0,0,0,0,0,0,0,7,0
597678, Olomouc, Obec: Moravský Beroun,42,30,30,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,10,1,0,2,0,0,0,0,8,0
554944, Olomouc, Obec: Mrsklesy,345,"61,94",342,24,1,1,28,0,11,30,3,3,8,2,0,27,0,16,120,0,0,21,0,1,1,0,41,4
547093, Olomouc, Obec: Mutkov,22,"53,66",21,0,0,0,3,1,0,1,2,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,4,0
504441, Olomouc, Obec: Náklo,800,494,494,23,0,0,41,2,68,51,2,3,7,0,0,29,0,8,165,0,2,45,0,3,0,0,42,0
504441, Olomouc, Obec: Náklo,276,185,185,5,0,1,12,0,37,21,2,3,0,0,0,19,0,1,38,0,0,15,0,0,0,0,31,0
504441, Olomouc, Obec: Náklo,101,67,67,1,0,0,9,0,15,4,0,0,0,0,0,4,0,2,17,0,0,2,0,1,1,0,11,0
504505, Olomouc, Obec: Náměšť na Hané,849,508,508,47,0,0,38,0,36,36,4,6,4,0,0,46,0,16,155,0,3,43,0,4,1,0,66,2
504505, Olomouc, Obec: Náměšť na Hané,707,451,451,41,0,5,37,1,22,37,2,2,5,0,1,47,0,18,142,0,1,32,0,3,3,3,40,2
504505, Olomouc, Obec: Náměšť na Hané,95,55,55,5,0,0,3,0,1,6,0,1,0,0,0,3,0,0,20,0,0,10,0,1,0,0,5,0
597686, Olomouc, Obec: Norberčany,117,63,63,3,1,0,6,0,1,12,1,0,0,0,0,1,0,1,29,0,0,2,0,0,0,0,6,0
